,Learners,Learn rate,Depth,F1 Macro Score
452,7.0,29.0,7.0,0.6693991768829636
453,7.0,29.0,8.0,0.6509827227296567
454,7.0,29.0,9.0,0.6529086028552159
455,7.0,31.0,3.0,0.5896623272255177
456,7.0,31.0,4.0,0.575824034345754
457,7.0,31.0,5.0,0.633720835478434
458,7.0,31.0,6.0,0.6302577723247571
459,7.0,31.0,7.0,0.6537426928578227
460,7.0,31.0,8.0,0.6630730129511463
461,7.0,31.0,9.0,0.6671225307716618
462,7.0,33.0,3.0,0.5885506935218758
463,7.0,33.0,4.0,0.5878685558391656
464,7.0,33.0,5.0,0.6209780347597487
465,7.0,33.0,6.0,0.6499778929448172
466,7.0,33.0,7.0,0.6670275323680868
467,7.0,33.0,8.0,0.6293946053946053
468,7.0,33.0,9.0,0.685020244322244
469,7.0,35.0,3.0,0.5740977539675495
470,7.0,35.0,4.0,0.6074212153532719
471,7.0,35.0,5.0,0.6588777750516002
472,7.0,35.0,6.0,0.6328965522918365
473,7.0,35.0,7.0,0.6784022429607158
474,7.0,35.0,8.0,0.6545922347839829
475,7.0,35.0,9.0,0.6793629205518735
476,7.0,37.0,3.0,0.581288242230317
477,7.0,37.0,4.0,0.634709448209122
478,7.0,37.0,5.0,0.6353427305073834
479,7.0,37.0,6.0,0.6246156772589927
480,7.0,37.0,7.0,0.6565148896911301
481,7.0,37.0,8.0,0.656450340121399
482,7.0,37.0,9.0,0.6805889917444434
483,7.0,39.0,3.0,0.5895809165212333
484,7.0,39.0,4.0,0.5963573238789198
485,7.0,39.0,5.0,0.6391552893578096
486,7.0,39.0,6.0,0.6313008455264499
487,7.0,39.0,7.0,0.6900731651555442
488,7.0,39.0,8.0,0.6465836073759093
489,7.0,39.0,9.0,0.6910023465443778
490,7.0,41.0,3.0,0.5876319325219905
491,7.0,41.0,4.0,0.5929349369538364
492,7.0,41.0,5.0,0.6241507684033494
493,7.0,41.0,6.0,0.6282913270096758
494,7.0,41.0,7.0,0.6371855886864362
495,7.0,41.0,8.0,0.6600997109338442
496,7.0,41.0,9.0,0.6712345648830672
497,7.0,43.0,3.0,0.5832404452495206
498,7.0,43.0,4.0,0.6322653592468204
499,7.0,43.0,5.0,0.6242409550213348
500,7.0,43.0,6.0,0.649220313258154
501,7.0,43.0,7.0,0.628358090377916
502,7.0,43.0,8.0,0.6702454357117149
503,7.0,43.0,9.0,0.6623093651919149
504,7.0,45.0,3.0,0.6050003083716875
505,7.0,45.0,4.0,0.6130858699826833
506,7.0,45.0,5.0,0.6441517031786048
507,7.0,45.0,6.0,0.6492113384174774
508,7.0,45.0,7.0,0.6582499667246633
509,7.0,45.0,8.0,0.6674339987118055
510,7.0,45.0,9.0,0.6563656602135772
511,7.0,47.0,3.0,0.5856898511617707
512,7.0,47.0,4.0,0.6052524607282941
513,7.0,47.0,5.0,0.6392741569079147
514,7.0,47.0,6.0,0.6597895980924499
515,7.0,47.0,7.0,0.6755592355342823
516,7.0,47.0,8.0,0.6520745164294717
517,7.0,47.0,9.0,0.6528019950677237
518,7.0,49.0,3.0,0.5724752742819108
519,7.0,49.0,4.0,0.6360691940412858
520,7.0,49.0,5.0,0.632293063409586
521,7.0,49.0,6.0,0.6389557387390121
522,7.0,49.0,7.0,0.6915554828887498
523,7.0,49.0,8.0,0.6461656513162034
524,7.0,49.0,9.0,0.6729074882033277
525,8.0,1.0,3.0,0.314687465103313
526,8.0,1.0,4.0,0.3772249535161177
527,8.0,1.0,5.0,0.3917291870818798
528,8.0,1.0,6.0,0.4216517638141868
529,8.0,1.0,7.0,0.4517451512418679
530,8.0,1.0,8.0,0.45615577514804234
531,8.0,1.0,9.0,0.4651533725298863
532,8.0,3.0,3.0,0.5018145209688887
533,8.0,3.0,4.0,0.5126892578019691
534,8.0,3.0,5.0,0.5005694701532335
535,8.0,3.0,6.0,0.5187347605113527
536,8.0,3.0,7.0,0.5558632712113412
537,8.0,3.0,8.0,0.5697559652034035
538,8.0,3.0,9.0,0.5520308709623297
539,8.0,5.0,3.0,0.5419484430636065
540,8.0,5.0,4.0,0.5670900306770763
541,8.0,5.0,5.0,0.5676369752084469
542,8.0,5.0,6.0,0.6076094022168028
543,8.0,5.0,7.0,0.6183883462666618
544,8.0,5.0,8.0,0.6590724518749875
545,8.0,5.0,9.0,0.6592941589407026
546,8.0,7.0,3.0,0.5502553732390183
547,8.0,7.0,4.0,0.5729792142377088
548,8.0,7.0,5.0,0.6191129886079603
549,8.0,7.0,6.0,0.6303899690362087
550,8.0,7.0,7.0,0.6371001963608589
551,8.0,7.0,8.0,0.6619377062534512
552,8.0,7.0,9.0,0.6633697221429332
553,8.0,9.0,3.0,0.5260859611099965
554,8.0,9.0,4.0,0.5943126476965306
555,8.0,9.0,5.0,0.6234366119166873
556,8.0,9.0,6.0,0.6498442901066961
557,8.0,9.0,7.0,0.6662468550844658
558,8.0,9.0,8.0,0.6727494143368049
559,8.0,9.0,9.0,0.6920617164334216
560,8.0,11.0,3.0,0.5696989466484078
561,8.0,11.0,4.0,0.6047778265206842
562,8.0,11.0,5.0,0.6311756024338118
563,8.0,11.0,6.0,0.6508612463666918
564,8.0,11.0,7.0,0.6274610103856217
565,8.0,11.0,8.0,0.6758216764298497
566,8.0,11.0,9.0,0.6854699747650297
567,8.0,13.0,3.0,0.584190967729514
568,8.0,13.0,4.0,0.6295578030735762
569,8.0,13.0,5.0,0.6166925970507947
570,8.0,13.0,6.0,0.6617861978426683
571,8.0,13.0,7.0,0.6889266021378473
572,8.0,13.0,8.0,0.6521465085094118
573,8.0,13.0,9.0,0.6737687976878137
574,8.0,15.0,3.0,0.6002130333286382
575,8.0,15.0,4.0,0.5868526899495167
576,8.0,15.0,5.0,0.645022924484282
577,8.0,15.0,6.0,0.6531326969554258
578,8.0,15.0,7.0,0.6675169168578929
579,8.0,15.0,8.0,0.6462965885743532
580,8.0,15.0,9.0,0.6848765996434307
581,8.0,17.0,3.0,0.5664771791807091
582,8.0,17.0,4.0,0.5888607050021905
583,8.0,17.0,5.0,0.6363021947710006
584,8.0,17.0,6.0,0.6520518747184344
585,8.0,17.0,7.0,0.6613049782908531
586,8.0,17.0,8.0,0.6588910056801509
587,8.0,17.0,9.0,0.6841422011745102
588,8.0,19.0,3.0,0.5638091954193496
589,8.0,19.0,4.0,0.6146941524146075
590,8.0,19.0,5.0,0.6405533614094604
591,8.0,19.0,6.0,0.652976910763263
592,8.0,19.0,7.0,0.673602522933197
593,8.0,19.0,8.0,0.6766558654273033
594,8.0,19.0,9.0,0.681058912975879
595,8.0,21.0,3.0,0.5845344501927224
596,8.0,21.0,4.0,0.6406856075528844
597,8.0,21.0,5.0,0.653216403518732
598,8.0,21.0,6.0,0.614815662985521
599,8.0,21.0,7.0,0.6403502896322368
600,8.0,21.0,8.0,0.6913943921540529
601,8.0,21.0,9.0,0.6833755986265777
